reference_number,inn,cas_number,ec_number,regulation,regulated_by,other_regulations,sccs_opinions,chemical_name,identified_ingredients,cmr,update_date
1234,"PEG-3,2',2'-di-p-phenylenediamine",144644-13-3,-,"(EC) 2009/1223",,"Opinion on PEG-3,2',2'-di-p-Phenylenediamine,Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"PEG-3,2',2'-Di-p-PHENYLENEDIAMINE",,15/10/2010
1235,6-Nitro-o-toluidine,570-24-1,209-329-6,"(EC) 2009/1223",,"Opinion on 6-Nitro-o-Toluidine,Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,6-NITRO-o-TOLUIDINE,,21/10/2010
1236,"HC Yellow No 11",73388-54-2,-,"(EC) 2009/1223",,"Opinion on HC Yellow No. 11,Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"HC YELLOW NO. 11",,21/10/2010
1237,"HC Orange No 3",81612-54-6,-,"(EC) 2009/1223",,"Opinion on HC Orange No. 3,Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"HC ORANGE NO. 3",,21/10/2010
1238,"HC Green No 1",52136-25-1,257-687-7,"(EC) 2009/1223",,"Opinion on HC Green No. 1,Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"HC GREEN NO. 1",,21/10/2010
1239,"HC Red No 8 and its salts","13556-29-1 / 97404-14-3","- / 306-778-0","(EC) 2009/1223",,"Opinion on HC Red No. 8,Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"HC RED NO. 8",,21/10/2010
1240,"Tetrahydro-6-nitroquinoxaline and its salts","158006-54-3 / 41959-35-7 / 73855-45-5","- / - / -","(EC) 2009/1223",,"Opinion on Tetrahydro-6-nitroquinoxaline,Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes","Quinoxaline, 1,2,3,4-tetrahydro-6-chloro-
",TETRAHYDRO-6-NITROQUINOXALINE,,15/10/2010
1241,"Disperse Red 15, except as impurity in Disperse Violet 1",116-85-8,204-163-0,"(EC) 2009/1223",,"Disperse Violet 1 impurified with Disperse Red 15 Colipa No C64 & C61,Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"DISPERSE RED 15",,15/10/2010
1242,4-Amino-3-fluorophenol,399-95-1,402-230-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC",,,"Carcinogenic Cat. 1B()",15/10/2010
1243,"N,N'-Dihexadecyl-N,N'-bis(2-hydroxyethyl)propanediamide; Bishydroxyethyl Biscetyl Malonamide",149591-38-8,422-560-9,"(EC) 2009/1223",,"Opinion on Bishydroxyethyl Biscetyl Malonamide (Questamide H)",,"BISHYDROXYETHYL BISCETYL MALONAMIDE","Reprotoxic Cat. 2()",15/10/2010
1244,"1-Methyl-2,4,5-trihydroxybenzene and its salts, when used as a substance in hair dye products",1124-09-0,214-390-7,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,,,21/10/2010
1245,"2,6-Dihydroxy-4-methylpyridine and its salts, when used as a substance in hair dye products",4664-16-8,225-108-7,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,,,21/10/2010
1246,"5-Hydroxy-1,4-benzodioxane and its salts, when used as a substance in hair dye products",10288-36-5,233-639-0,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,,,21/10/2010
1247,"3,4-Methylenedioxyphenol and its salts, when used as a substance in hair dye products",533-31-3,208-561-5,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"3,4-METHYLENEDIOXYPHENOL",,21/10/2010
1248,"3,4-Methylenedioxyaniline and its salts, when used as a substance in hair dye products",14268-66-7,238-161-6,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"3,4-METHYLENEDIOXYANILINE",,21/10/2010
1249,"Hydroxypyridinone and its salts, when used as a substance in hair dye products",822-89-9,212-506-0,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,HYDROXYPYRIDINONE,,21/10/2010
1250,"3-Nitro-4-aminophenoxyethanol and its salts, when used as a substance in hair dye products",50982-74-6,-,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,3-NITRO-4-AMINOPHENOXYETHANOL,,21/10/2010
1251,"2-Methoxy-4-nitrophenol (4-Nitroguaiacol) and its salts, when used as a substance in hair dye products",3251-56-7,221-839-0,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,4-NITROGUAIACOL,,21/10/2010
1252,"CI Acid Black 131 and its salts, when used as a substance in hair dye products",12219-01-1,-,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"ACID BLACK 131",,21/10/2010
1253,"1,3,5-Trihydroxybenzene (Phloroglucinol) and its salts, when used as a substance in hair dye products",108-73-6,203-611-2,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,PHLOROGLUCINOL,,21/10/2010
1254,"1,2,4-Benzenetriacetate and its salts, when used as a substance in hair dye products",613-03-6,210-327-2,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"1,2,4-BENZENETRIACETATE",,21/10/2010
1255,"Ethanol, 2,2'-iminobis-, reaction products with epichlorohydrin and 2-nitro-1,4-benzenediamine (HC Blue No 5) and its salts, when used as a substance in hair dye products","68478-64-8 / 158571-58-5",-,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"HC BLUE NO. 5",,21/10/2010
1256,"N-Methyl-1,4-diaminoanthraquinone, reaction products with epichlorohydrin and monoethanolamine (HC Blue No 4) and its salts, when used as a substance in hair dye products",158571-57-4,-,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"HC BLUE NO. 4",,21/10/2010
1257,"4-Aminobenzenesulfonic acid (Sulfanilic acid) and its salts, when used as a substance in hair dye products","121-57-3 / 515-74-2","204-482-5 / 208-208-5","(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"SODIUM SULFANILATE",,21/10/2010
1258,"3,3'-(Sulfonylbis(2-nitro-4,1-phenylene)imino)bis(6-(phenylamino))benzenesulfonic acid and its salts, when used as a substance in hair dye products",6373-79-1,228-922-0,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"ACID BROWN 13",,15/10/2010
1259,"3(or5)-((4-(Benzylmethylamino)phenyl)azo)-1,2-(or1,4)-dimethyl-1H-1,2,4-triazolium and its salts, when used as a substance in hair dye products","89959-98-8 / 12221-69-1",289-660-0,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"BASIC RED 46",,15/10/2010
1260,"2,2'-((3-Chloro-4-((2,6-dichloro-4-nitrophenyl)azo)phenyl)imino)bisethanol (Disperse Brown 1) and its salts, when used as a substance in hair dye products",23355-64-8,245-604-7,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"DISPERSE BROWN 1",,21/10/2010
1261,"Benzothiazolium, 2-[[4-[ethyl(2-hydroxyethyl)amino]phenyl]azo]-6-methoxy-3-methyl- and its salts, when used as a substance in hair dye products",12270-13-2,235-546-0,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"BASIC BLUE 41",,15/10/2010
1262,"2-[(4-Chloro-2-nitrophenyl)azo)-N-(2-methoxyphenyl)-3-oxobutanamide (Pigment Yellow 73) and its salts, when used as a substance in hair dye products",13515-40-7,236-852-7,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"PIGMENT YELLOW 73",,21/10/2010
1263,"2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[3-oxo-N-phenylbutanamide] (Pigment Yellow 12) and its salts, when used as a substance in hair dye products",6358-85-6,228-787-8,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"PIGMENT YELLOW 12",,21/10/2010
1264,"2,2'-(1,2-Ethenediyl)bis[5-((4-ethoxyphenyl)azo]benzenesulfonic acid) and its salts, when used as a substance in hair dye products",2870-32-8,220-698-2,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"DIRECT YELLOW 12",,15/10/2010
1265,"2,3-Dihydro-2,2-dimethyl-6-[(4-(phenylazo)-1-naphthelenyl)azo]-1H-pyrimidine (Solvent Black 3) and its salts, when used as a substance in hair dye products",4197-25-5,224-087-1,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"SOLVENT BLACK 3",,21/10/2010
1266,"3(or5)-[[4-[(7-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo]-1-naphthyl]azo]salicylic acid and its salts, when used as a substance in hair dye products","3442-21-5 / 34977-63-4","222-351-0 / 252-305-5","(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"DIRECT BLACK 51",,15/10/2010
1267,"2-Naphthalenesulfonic acid, 7-(benzoylamino)-4-hydroxy-3-[[4-[(4-sulfophenyl)azo]phenyl]azo]- and its salts, when used as a substance in hair dye products",2610-11-9,220-028-9,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"DIRECT RED 81",,15/10/2010
1268,"(micro-((7,7'-Iminobis(4-hydroxy-3-((2-hydroxy-5-(N-methylsulphamoyl)phenyl)azo)naphthalene-2-sulphonato))(6-)))dicuprate and its salts, when used as a substance in hair dye products",37279-54-2,253-441-8,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"DIRECT VIOLET 48",,15/10/2010
1269,"3-[(4-(Acetylamino)phenyl)azo]-4-hydroxy-7-[[[[5-hydroxy-6-(phenylazo)-7-sulfo-2-naphthalenyl]amino]carbonyl]amino]-2-naphthalenesulfonic acid and its salts, when used as a substance in hair dye products",3441-14-3,222-348-4,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"DIRECT RED 23",,15/10/2010
1270,"2-Naphthalenesulfonic acid, 7,7'-(carbonyldiimino)bis(4-hydroxy-3-[[2-sulfo-4-[(4-sulfophenyl)azo]phenyl]azo]-, and its salts, when used as a substance in hair dye products","2610-10-8 / 25188-41-4",220-027-3,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"DIRECT RED 80,DIRECT RED 81",,21/10/2010
1271,"Ethanaminium, N-(4-[bis[4-(diethylamino)phenyl]methylene]-2,5-cyclohexadien-1-ylidine)-N-ethyl- and its salts, when used as a substance in hair dye products",2390-59-2,219-231-5,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"BASIC VIOLET 4",,15/10/2010
1272,"3H-Indolium, 2-[[(4-methoxyphenyl)methylhydrazono]methyl]-1,3,3-trimethyl- and its salts, when used as a substance in hair dye products",54060-92-3,258-946-7,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"BASIC YELLOW 28",,15/10/2010
1273,"3H-Indolium, 2-(2-((2,4-dimethoxyphenyl)amino)ethenyl]-1,3,3-trimethyl- and its salts, when used as a substance in hair dye products",4208-80-4,224-132-5,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"BASIC YELLOW 11",,15/10/2010
1274,"Nigrosine spirit soluble (Solvent Black 5) and its salts, when used as a substance in hair dye products",11099-03-9,-,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"SOLVENT BLACK 5",,21/10/2010
1275,"Phenoxazin-5-ium, 3,7-bis(diethylamino)-, and its salts, when used as a substance in hair dye products","47367-75-9 / 33203-82-6",251-403-5,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"BASIC BLUE 3",,21/10/2010
1276,"Benzo[a]phenoxazin-7-ium, 9-(dimethylamino)-, and its salts, when used as a substance in hair dye products","7057-57-0 / 966-62-1","230-338-6 / 213-524-1","(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"BASIC BLUE 6",,15/10/2010
1277,"6-Amino-2-((2,4-dimethylphenyl)-1H-benz[de]isoquinoline-1,3(2H)-dione (Solvent Yellow 44) and its salts, when used as a substance in hair dye products",2478-20-8,219-607-9,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"SOLVENT YELLOW 44",,21/10/2010
1278,"1-Amino-4-[[4-[(dimethylamino)methyl]phenyl]amino]anthraquinone and its salts, when used as a substance in hair dye products","67905-56-0 / 12217-43-5","267-677-4 / 235-398-7","(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"BASIC BLUE 47",,21/10/2010
1279,"Laccaic acid (CI Natural Red 25) and its salts, when used as a substance in hair dye products",60687-93-6,-,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"LACCAIC ACID,ALUMINUM LACCATE",,21/10/2010
1280,"Benzenesulfonic acid, 5-[(2,4-dinitrophenyl]amino]-2-(phenylamino)-, and its salts, when used as a substance in hair dye products","6373-74-6 / 15347-52-1","228-921-5 / 239-377-3","(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"ACID ORANGE 3",,21/10/2010
1281,"4-[(4-Nitrophenyl)azo]aniline (Disperse Orange 3) and its salts, when used as a substance in hair dye products",730-40-5,211-984-8,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",4-[(4-Nitrophenyl)azo]aniline,"DISPERSE ORANGE 3",,09/09/2020
1282,"4-Nitro-m-phenylenediamine and its salts, when used as a substance in hair dye products",5131-58-8,225-876-3,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"4-NITRO-m-PHENYLENEDIAMINE,4-NITRO-m-PHENYLENEDIAMINE SULFATE",,21/10/2010
1283,"1-Amino-4-(methylamino)-9,10-anthracenedione (Disperse Violet 4) and its salts, when used as a substance in hair dye products",1220-94-6,214-944-8,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"DISPERSE VIOLET 4",,21/10/2010
1284,"N-Methyl-3-nitro-p-phenylenediamine and its salts, when used as a substance in hair dye products",2973-21-9,221-014-5,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,N-METHYL-3-NITRO-p-PHENYLENEDIAMINE,,21/10/2010
1285,"N1-(2-Hydroxyethyl)-4-nitro-o-phenylenediamine (HC Yellow No 5) and its salts, when used as a substance in hair dye products",56932-44-6,260-450-0,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"HC YELLOW NO. 5",,21/10/2010
1286,"N1-(Tris(hydroxymethyl))methyl-4-nitro-1,2-phenylenediamine (HC Yellow No 3) and its salts, when used as a substance in hair dye products",56932-45-7,260-451-6,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"HC YELLOW NO. 3",,21/10/2010
1287,"2-Nitro-N-hydroxyethyl-p-anisidine and its salts, when used as a substance in hair dye products",57524-53-5,-,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,2-NITRO-N-HYDROXYETHYL-p-ANISIDINE,,21/10/2010
1288,"N,N'-Dimethyl-N-hydroxyethyl-3-nitro-p-phenylenediamine and its salts, when used as a substance in hair dye products",10228-03-2,233-549-1,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"N,N'-DIMETHYL-N-HYDROXYETHYL-3-NITRO-p-PHENYLENEDIAMINE",,21/10/2010
1289,"3-(N-Methyl-N-(4-methylamino-3-nitrophenyl)amino)propane-1,2-diol and its salts, when used as a substance in hair dye products",93633-79-5,403-440-5,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"HC BLUE NO. 6",,21/10/2010
1290,"4-Ethylamino-3-nitrobenzoic acid (N-Ethyl-3-Nitro PABA) and its salts, when used as a substance in hair dye products",2788-74-1,412-090-2,"(EC) 2009/1223",,"Opinion concerning Use of Permanent Hair Dyes and Bladder Cancer - Updated 2004,Opinion concerning Hair Dyes without File submitted,Opinion on Personal Use of Hair Dyes and Cancer Risk,Opinion on the Use of Permanent Hair Dyes and Bladder Cancer Risk,Assessment Strategies for Hair Dyes",,"N-ETHYL-3-NITRO PABA",,21/10/2010
